sentence_id,doc_id,actor,actor_type,context,date,post_chatgpt,sentence_text
9a12af3b-a5ad-4f8c-8d45-6788fd140845,e0401f95-c9e1-4597-a58d-72415efe3da2,Dario Amodei,individual,public,2024-10-01,1,"It is much easier to do experiments on artificial neural networks than on real ones (the latter often requires cutting into animal brains), so interpretability may well become a tool for improving our understanding of neuroscience."
11bcdc17-bb63-44e1-9e01-e24fbc754708,e7b873bd-05b5-4a4f-a4c2-09293e026706,Jensen Huang,individual,public,2026-04-29,1,The same prediction happened ten years ago.
f3760ab4-aea8-4e07-b637-8db1db4426d5,969f46d9-72db-4b70-bb45-1b56d5f32083,OpenAI,company,policy,2025-04-30,1,"""}],[""$"",""meta"",""4"",{""name"":""robots"",""content"":""index, follow""}],[""$"",""meta"",""5"",{""name"":""googlebot"",""content"":""index, follow""}],[""$"",""link"",""6"",{""rel"":""canonical"",""href"":""https://openai.com/index/a-holistic-approach-to-undesired-content-detection-in-the-real-world/""}],[""$"",""link"",""7"",{""rel"":""alternate"",""hrefLang"":""en-US"",""href"":""https://openai.com/index/a-holistic-approach-to-undesired-content-detection-in-the-real-world/""}],[""$"",""link"",""8"",{""rel"":""alternate"",""hrefLang"":""x-default"",""href"":""https://openai.com/index/a-holistic-approach-to-undesired-content-detection-in-the-real-world/""}],[""$"",""meta"",""9"",{""property"":""og:title"",""content"":""A Holistic Approach to Undesired Content Detection in the Real World""}],[""$"",""meta"",""10"",{""property"":""og:description"",""content"":""We present a holistic approach to building a robust and useful natural language classification system for real-world content moderation."
19c1a001-e9b9-48d1-bb54-a69cc256a2a1,92c3354e-1440-4993-9646-c41846bd5bf9,EU Commission,policymaker,policy,2026-04-16,1,"It will connect EU citizens with news of their interest, by supporting the quality and impact of such reporting, in as many languages and EU countries as possible, particularly in the ones where this offer is scarce."
7e8c7d73-6750-48c5-bd85-d7bdff87bd12,9f6954cb-0203-44b1-9cb8-215ce9d68a9a,Microsoft,company,commercial,2026-04-30,1,"To provide a clear roadmap for this rapidly growing yet fragmented area, this survey (1) systematizes existing RIR benchmarks by knowledge domains and modalities, providing a detailed analysis of the current landscape; (2) introduces a structured taxonomy that categorizes methods based on where and how reasoning is integrated into the retrieval pipeline, alongside an analysis of their trade-offs and practical applications; and (3) summarizes challenges and future directions to guide research in this evolving field."
2aded5de-941f-4da1-b41f-c5ea437cbcc0,b19b2b1a-c7cf-4838-b027-ee9f8ffbe072,UK DSIT,policymaker,policy,2025-12-16,1,The data sets are anonymised wherever possible.
461fba76-79ed-4ed4-827d-e9db416add73,7e217200-2490-41b8-9176-5d2cb1a4e1da,Microsoft,company,public,2026-03-17,1,"The researchers expect that it will use about 50% less energy than mainstream laser-based optical cables, based on the team’s lab tests of the new system and estimates of how it will perform when deployed."
8e8156b1-a090-4e2c-b188-31b66dd907d8,7df50d14-052b-4ae8-bbd9-ae368523719b,Dario Amodei,individual,public,2026-04-29,1,And now there might be 30 or 40 of them here.
d086fd85-21be-476d-90ba-435925023bd6,e327cab5-4a41-4422-8ea3-9d93025cd951,Dario Amodei,individual,policy,2023-09-12,1,And I think that’s a good place to start.
39a00911-a4e5-4a03-9a4f-955504e0df08,2c22f106-2f43-4776-bded-08e3b44dc303,Anthropic,company,commercial,unknown,0,"This effort requires time and patience, and both sides are likely understaffed and juggling other demands, which can add to the slow iteration times."
5f89d9f7-85ef-4589-973f-b5b23ba15bc0,9f013d89-713d-4bd7-ad0a-a4003de3a217,Jensen Huang,individual,public,2026-03-23,1,"He’s working with an engineer on the ground that’s doing that task, and he’s just trying to understand what does that process look like so it can be less error-prone."
8dd1a300-b208-4c23-8ad3-ab709396872f,f5fe8571-7e85-4a14-9c53-f22abdcdbe00,UK DSIT,policymaker,public,2024-04-17,1,"Our Wireless Infrastructure Strategy sets out a plan to drive up the adoption of standalone 5G to transform manufacturing, unlocking the potential of technologies like robotics that could make our assembly lines infinitely more efficient, boosting productivity by billions."
f85e06ba-1617-49d1-959b-854836032a52,fb9a384d-e0ea-48b0-9875-ad9601684b45,EU Commission,policymaker,policy,2019-04-08,0,AI systems should have safeguards that enable a fallback plan in case of problems.
a97952fb-3e65-4b86-b9b7-711ac39cff5c,13e4947e-1345-40e4-b3bc-51825f686f79,Mark Zuckerberg,individual,public,2026-04-29,1,That’s going to be an absolutely huge difference so people don't feel like they have to be physically together for as many things.
d5399835-a85c-46e5-a80c-9ea0a10c2464,bc070c0a-9c64-4c30-81a7-183b98fbd939,Dario Amodei,individual,commercial,2026-02-04,1,These metrics aren’t necessarily aligned with being genuinely helpful.
fc7a1c49-d8e4-45dd-a6c5-4ad3b0fe6802,4993ed84-05d3-4b75-8ae4-49759ecf2b15,Satya Nadella,individual,policy,2024-01-18,1,"These public leaders have worked to create an environment focused on innovation, growth, and equity."
182cf400-6ec1-4dbb-b9b3-2d573d43a335,13f56faa-8100-42b8-8bc3-c65fd5a86614,Dario Amodei,individual,commercial,unknown,0,"(There are, in fact, already some mildly concerning signs from this perspective.)"
c7688917-6f5c-4f56-8d9e-51c9c3bf94b5,f0a947c5-2883-4773-9cf0-f7ade02e893e,OpenAI,company,commercial,2025-03-21,1,"Even though our dataset contains hundreds of millions of text-image pairs, computing these keyword frequencies only took a few minutes using our computeÂ cluster."
578df30f-5e6a-457f-a07d-64bbaf284ed8,1dca29fc-b7a8-447f-91ea-74031705ae79,Dario Amodei,individual,public,2024-11-11,1,Like Moore’s law is a misnomer.
1aee721e-90e3-4a0c-a3f7-7c8631ac7402,c38b0f2a-6fed-44c5-b07b-f8631feeff28,Microsoft,company,policy,2025-05-08,1,Generative AI is a new and young technology.
885fe924-f6e6-4f9d-9726-3ef1b5e5c012,356cfc15-c821-4d9c-9344-a22635e2df3e,OpenAI,company,commercial,2023-03-01,1,"â\u003Ca href=\""https:\u002F\u002Fopenreview.net\u002Fpdf?id=BJJsrmfCZ\"" rel=\""noopener noreferrer\"" target=\""_blank\""\u003EAutomatic differentiation in PyTorch."
d46e7ce5-b4e9-4834-b8c9-c9689eb1d606,df42d51e-99ab-41d5-9f3b-0501762a5b70,Dario Amodei,individual,commercial,2025-09-29,1,"""Imagine with Claude"" is available to Max subscribers for the next five days."
8146c6a8-af3d-4137-8463-90da51f4dce1,2cfa5802-9181-42e0-9243-47f81338337f,OpenAI,company,commercial,2026-04-27,1,"On noisy datasets like Pick-a-Pic V2, Poly-DPO achieves 6.87 and 2.32 gains over Diffusion-DPO on GenEval for SD1.5 and SDXL, respectively."
12ca71e9-e1e1-41a0-b6ac-38f34b5a483f,d0a1a624-5752-4102-b651-19c569a992cd,Anthropic,company,commercial,unknown,0,"Fortunately, the problem of clustered standard errors has been extensively studied in the social sciences."
e187305d-a431-45e8-a6c5-4661655b089a,dc4d67a1-2101-4db7-aea8-0b8ad798d6c2,Mark Zuckerberg,individual,commercial,2024-04-23,1,The presence of CSAM and CSEM in training datasets for generative models is one avenue in which these models are able to reproduce this type of abusive content.
02bc4314-8e1c-4125-ab27-69356a7d1ecb,b7565f34-1fe7-4ad7-a6b5-35b1e836301d,OpenAI,company,commercial,2026-05-03,1,"Chart-FR1: Visual Focus-Driven Fine-Grained Reasoning on Dense Charts

Multimodal large language models (MLLMs) have shown considerable potential in chart understanding and reasoning tasks."
afc41372-9907-4172-9961-851e3de13148,e336e7c1-77db-44c9-8a23-d79d66c87740,Satya Nadella,individual,public,unknown,0,Know what âgoodâ looks like and adjust fast to hit your targets.
e00b6593-0062-488f-a8cc-7e2ff2a96102,b1d40213-8c74-4260-8ed9-84515cd010f0,OpenAI,company,commercial,2025-04-19,1,"The handwriting looks natural and a bit messy, and we see the photographer's reflection.\n\nThe text reads:\n\n(left)\n\""Transfer between Modalities:\n\nSuppose we directly model \np(text, pixels, sound) [equation]\nwith one big autoregressive transformer.\n\nPros:\n* image generation augmented with vast world knowledge\n* next-level text rendering\n* native in-context learning\n* unified post-training stack\n\nCons:\n* varying bit-rate across modalities\n* compute not adaptive\""\n\n(Right)\n\""Fixes:\n* model compressed representations\n* compose autoregressive prior with a powerful decoder\""\n\nOn the bottom right of the board, she draws a diagram:\n\""tokens -> [transformer] -> [diffusion] -> pixels\"""",""nodeType"":""text""}],""nodeType"":""paragraph""}],""nodeType"":""document""},""lineLimit"":4,""autoExpandContext"":false,""id"":""5RoY4v08mo1mJ8h0FiOSlt"",""__typename"":""chatGPTMessage""},{""variant"":""response"",""messageText"":{""nodeType"":""document"",""data"":{},""content"":[{""nodeType"":""paragraph"",""data"":{},""content"":[{""nodeType"":""text"",""value"":"""",""marks"":[],""data"":{}}]},{""nodeType"":""embedded-asset-block"",""data"":{""target"":{""metadata"":{""tags"":[],""concepts"":[]},""sys"":{""id"":""5msykBd6Wu5mBcTgoqeJkj"",""type"":""Asset"",""publishedVersion"":10,""revision"":2,""locale"":""en-US""},""fields"":{""title"":""oai_image-generation_whiteboard1"",""description"":"""",""file"":{""url"":""//images.ctfassets.net/kftzwdyauwt9/5msykBd6Wu5mBcTgoqeJkj/4481c11698ff69f3d44d4c6220fade12/hero_image_1-whiteboard1.png"",""details"":{""size"":2101147,""image"":{""width"":1536,""height"":1024}},""fileName"":""hero image 1-whiteboard1.png"",""contentType"":""image/png""}}}},""content"":[]},{""nodeType"":""paragraph"",""data"":{},""content"":[{""nodeType"":""text"",""value"":""Best of 8"",""marks"":[{""type"":""italic""},{""type"":""superscript""}],""data"":{}}]}]},""maxImageWidth"":800,""autoExpandContext"":false,""id"":""4RZ00gWo0qTe8jlrcyqBJb"",""__typename"":""chatGPTMessage""},{""variant"":""input"",""messageText"":{""data"":{},""content"":[{""data"":{},""content"":[{""data"":{},""marks"":[],""value"":""selfie view of the photographer, as she turns around to high five him"",""nodeType"":""text""}],""nodeType"":""paragraph""}],""nodeType"":""document""},""autoExpandContext"":false,""id"":""1hTesx5uPFk3MNligxeuHY"",""__typename"":""chatGPTMessage""},{""variant"":""response"",""messageText"":{""nodeType"":""document"",""data"":{},""content"":[{""nodeType"":""embedded-asset-block"",""data"":{""target"":{""metadata"":{""tags"":[],""concepts"":[]},""sys"":{""id"":""7M8kf5SPYHBW2X9N46OGZv"",""type"":""Asset"",""publishedVersion"":12,""revision"":2,""locale"":""en-US""},""fields"":{""title"":""oai_image-generation_whiteboard2"",""description"":"""",""file"":{""url"":""//images.ctfassets.net/kftzwdyauwt9/7M8kf5SPYHBW2X9N46OGZv/bb75c40a6b7a4044665dcb874664ada2/hero_image1-whiteboard2.png"",""details"":{""size"":2719473,""image"":{""width"":1536,""height"":1024}},""fileName"":""hero image1-whiteboard2.png"",""contentType"":""image/png""}}}},""content"":[]},{""nodeType"":""paragraph"",""data"":{},""content"":[{""nodeType"":""text"",""value"":""Best of 8"",""marks"":[{""type"":""italic""},{""type"":""superscript""}],""data"":{}}]}]},""maxImageWidth"":800,""autoExpandContext"":false,""id"":""4OpLUWF1ug3YfW5vjSohRU"",""__typename"":""chatGPTMessage""}],""animated"":false,""inCard"":true,""height"":""auto"",""variant"":""ChatGPT"",""id"":""2dAoHY7nv0gG5W5fnhnzfH"",""__typename"":""chatGPTConversation""}],""columnCount"":2,""id"":""4oJn4y3NDSHIFfBdMNZEtx"",""__typename"":""componentChatGPTConversationContainer""},""id"":""7K8WVZrE8TCzfNDld5e6KS"",""__typename"":""tabItem""},{""label"":""Meaningful words"",""analyticsIdentifier"":""imagegen-tabs-meaningful-words"",""content"":{""conversations"":[{""messages"":[{""variant"":""input"",""messageText"":{""nodeType"":""document"",""data"":{},""content"":[{""nodeType"":""paragraph"",""data"":{},""content"":[{""nodeType"":""text"",""value"":""magnetic poetry on a fridge in a mid century home:"",""marks"":[],""data"":{}}]},{""nodeType"":""paragraph"",""data"":{},""content"":[{""nodeType"":""text"",""value"":""Line 1: \""A picture\""\nLine 2: \""is worth\""\nLine 3: \""a thousand words,\""\nLine 4: \""but sometimes\""Large gapLine 5: \""in the right place\""\nLine 6: \""can elevate\""\nLine 7: \""its meaning."
eaddd48d-bb51-45f2-85cd-7736740ba7d5,cf3e3aab-906d-4c30-a2fe-fdd1d184b4a0,Meta AI,company,commercial,2024-04-17,1,"“Instagram and other social media platforms can be great ways to find community, connect with friends, learn new skills and express yourself."
15124540-f2b3-47f7-9a34-864f7ae23006,a4cc578a-c92e-4fdf-956d-1a801ac052fa,Google DeepMind,company,commercial,2020-08-04,0,"Itâs important to note that our structure prediction system is still in development and we canât be certain of the accuracy of the structures we are providing, although we are confident that the system is more accurate than our earlier CASP13 system ."
428406a3-9938-4983-9518-b9147039dc1e,241b7b27-7bd1-48e2-a222-1c26f31f4c02,UK DSIT,policymaker,public,2026-04-28,1,"And I would argue we are better placed than almost any other country to run the race to develop new, quicker, smarter and more energy efficient hardware which is critical for the future of AI and our future prosperity."
0f9729eb-f39f-4de9-9ea3-e269bfe61615,e21af934-eeb9-416c-b188-3f36e10d3e6a,Microsoft,company,public,2026-04-10,1,The tool was built by the nonprofit Khushi Baby using generative AI technology developed by Microsoft Research.
e8111708-d6a1-40c8-b8c3-b979637630d9,4e1e0acb-b567-4af4-b711-88375b664ced,EU Commission,policymaker,policy,2026-04-27,1,Where to find us?
e99d542a-0f97-4b3a-8ac0-af6d793466c6,062ec87d-3dd4-4964-9882-1cf521419dbd,Satya Nadella,individual,public,2026-04-29,1,"Every day we come in and say, ""We feel we have a stake in this place to be able to change the core assumptions of what we do and how we relate to the world around us."
9ff79614-b583-40c7-83e5-56920e5c3dd6,50e9dfb8-336a-407b-bd66-adf14ee6ad1c,UK DSIT,policymaker,policy,2025-02-14,1,"People were quite sceptical about AI conversation being overly informal – they were opposed to it using profanity, or attempting to be funny, and on balance felt that AI should avoid opining about controversial topics."
f1d8fc33-4d9e-4aff-a3c3-d5c7ea8b1d59,631e7628-3335-4b46-b846-1d811bb0fbcc,OpenAI,company,policy,2024-05-29,1,"This agreement recognizes the value of the companyâs work and intellectual property, while opening it up to new audiences and better informing the public."
2d5e0cbd-c659-477d-9b6b-323e06786e8b,45e96c00-57bf-4827-984c-4117d4f5b57c,Microsoft,company,public,2025-09-25,1,"“We’re working with Microsoft to see how we can improve our models with deep learning and make the tool scalable and easy to deploy for different communities,” she says."
e9fe6248-7c21-4a42-a2d0-4607505be5e2,46d91555-d5cd-4a42-b103-36732ab753d0,Anthropic,company,commercial,unknown,0,The effectiveness of many-shot jailbreaking relates to the process of “in-context learning”.
62354264-a488-4866-a592-7f27152bcd84,8cf23d3c-4900-4d64-b79b-efe2224b379f,Microsoft,company,public,2024-10-08,1,"Hopefully not, because they have got energy efficient systems in place.” Related: Hydrogen fuel cells could provide emission free backup power at datacenters Microsoft datacenter batteries to support growth of renewables on the power grid Microsoft tests hydrogen fuel cells for backup power at datacenters Microsoft’s virtual datacenter grounds ‘the cloud’ in reality Microsoft finds underwater datacenters are reliable, practical and use energy sustainably To cool datacenter servers, Microsoft turns to boiling liquid Top image: An animated illustration (GIF) showing how Microsoft datacenters are operating around the clock to support the life-saving work of doctors and first responders while also empowering everyday necessities like food deliveries, remote work and video calls to family."
ca17c74f-c477-44b3-9067-6f111e443929,e7b873bd-05b5-4a4f-a4c2-09293e026706,Jensen Huang,individual,public,2026-04-29,1,"Accelerated computing is used for all kinds of things: molecular dynamics, quantum chromodynamics, data processing, data frames, structured data, and unstructured data."
9831fa1a-e4f7-477f-9937-492d0353f831,3c194857-05c8-4701-8e73-1b210091e4f8,Anthropic,company,commercial,unknown,0,"Products serving minors, including organizations providing minors with the ability to directly interact with products that incorporate our API(s), must comply with the additional guidelines outlined in our Help Center article."
9ef52f11-5262-4ecb-a00c-e6cf8d07c3c9,4d2b81f7-1159-4249-a2cc-927b700e96ac,Demis Hassabis,individual,commercial,2022-07-04,0,"Importantly, the AI only discovered these policies by learning to maximise human votes."
dd7715cb-1319-4494-983d-9eb7228a9158,c438a302-c60e-48d0-bfb3-39c88a1265e6,UK DSIT,policymaker,policy,unknown,0,"For our perspective on how defenders can harness and prepare for frontier AI, see our recent blog post with the National Cyber Security Centre."
6aca20fc-bdfe-4270-b968-914cb2013ac5,a24d29a0-c65a-4b81-8286-0bd1e5f0f05e,Dario Amodei,individual,commercial,2025-01-06,1,"Create a script to reproduce the error and execute it with `python <filename.py>` using the BashTool, to confirm the error
3."
0b1b198c-b686-45c7-8043-03c1b6b7fdbb,9ab68db5-f23d-4dcb-bdf0-f41dde1a54be,Demis Hassabis,individual,public,2025-07-23,1,"So a guy named Jimmy Apples tweeted, “Let me play a video game of my Veo 3 videos already."
3f7df4d3-57d3-45f0-a2e7-0b093261afbf,4c033172-4556-4809-b887-33bc2f73bd7c,Microsoft,company,commercial,2023-03-27,1,You just can’t expect them to fully participate in this new emerging economy without this very basic bit of infrastructure.
fd1ed91c-e274-4524-8b05-ab7ab4d5ba44,4c033172-4556-4809-b887-33bc2f73bd7c,Microsoft,company,commercial,2023-03-27,1,Do you feel like you achieved the American dream?
605a72dd-8fba-4e10-a3aa-9f7c05db9f18,e4678f0d-d74b-420e-ac6b-9f8c4e1219fd,White House OSTP,policymaker,policy,2024-11-13,1,"These resources support initiatives like PowerCorpsPHL’s Climate Corps in Philadelphia, which collaborates with employers to offer paid workforce training and supportive services—such as transportation and mental health resources—to connect out-of-school and out-of-work young people with good-paying jobs in climate resilience and clean energy."
c950f453-97a2-47f3-a946-6daf8d60be58,0a85bca0-d24f-4220-aacf-5a21ab77993c,Satya Nadella,individual,policy,2026-01-13,1,"And county property tax revenues have more than tripled over the past two decades, from roughly $60 million to more than $180 million."
50d24a08-d30c-40e8-96c6-ebd6ffb7de22,3e5d2cb3-c4dc-499e-8deb-a2a3031be784,Microsoft,company,commercial,2023-12-05,1,"Deep reinforcement learning, a branch of AI in which algorithms learn by trial and error based on a system of rewards, has successfully outperformed people in video games."
50c66897-1cbd-4a33-ab32-0236bf2bc3c0,0269eba4-88b0-4b73-b3ea-3ffb138e3abd,OpenAI,company,commercial,2025-04-09,1,"""]}]]}]]}],[""$"",""p"",""2"",{""className"":""mb-sm last:mb-0"",""children"":[[""$"",""$1c"",""0"",{""children"":[[""$"",""span"",""text-end-0"",{""children"":[""Creating and customizing images is as simple as chatting using GPTâ4o - just describe what you need, including any specifics like aspect ratio, exact colors using hex codes, or a transparent background."
b7874bca-448e-42aa-8a07-b46afc80e68b,f5fe8571-7e85-4a14-9c53-f22abdcdbe00,UK DSIT,policymaker,public,2024-04-17,1,"For me, science and technology are not just about labs and lecture theatres."
1338f1ab-092b-4635-be88-b0d6d4d6d947,3fe2b8f2-0cde-4acf-93ca-e78051dc2625,OpenAI,company,commercial,2025-03-25,1,"Read more Best of ~10 Multi-turn generation Because image generation is now native to GPT‑4o, you can refine images through natural conversation."
a6c97d03-6487-4605-a3b5-c77bd5018953,88377680-6310-41b9-a075-dadba02e2c6d,White House OSTP,policymaker,policy,2024-10-28,1,"The National Guard, working with FEMA, and other Federal, state, and local partners, will remain actively engaged to address ongoing needs, rebuild infrastructure, and aid communities in long term recovery."
b3f44e91-2c0d-4892-b1ae-afbfad87839f,1769b37a-80e1-4181-b26e-595ffc2740cf,White House OSTP,policymaker,policy,2023-05-04,1,"(2021, April 17)."
04ed9728-685b-4321-8ca8-8a650870898a,e327cab5-4a41-4422-8ea3-9d93025cd951,Dario Amodei,individual,policy,2023-09-12,1,"And here I do think things are moving quickly, both in a positive and a worrisome direction, in terms of what we’re seeing."
2b41654c-7240-47b2-b626-e84b87788675,e0401f95-c9e1-4597-a58d-72415efe3da2,Dario Amodei,individual,public,2024-10-01,1,Both AI companies and developed world policymakers will need to do their part to ensure that the developing world is not left out; the moral imperative is too great.
fe5836eb-e2c9-4e2f-aaa6-939a2afb09a7,45dc10f5-1e78-4549-bb98-311678cfe691,White House OSTP,policymaker,policy,2022-10-04,0,"Among other things, a court may order a federal agency to amend or correct an individual’s information in its records or award monetary damages if an inaccurate, irrelevant, untimely, or incomplete record results in an adverse determination about an individual’s “qualifications, character, rights, … opportunities…, or benefits.” NIST’s Privacy Framework provides a comprehensive, detailed and actionable approach for organizations to manage privacy risks."
08cbd089-b4d3-415b-b0bb-fb08994122f1,5632b50f-c110-4347-ae50-f6a46a6a428c,White House OSTP,policymaker,policy,2024-10-11,1,"1622(d)) provides for the automatic termination of a national emergency unless, within 90 days prior to the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date."
14c7f98e-e372-4934-a9d1-32f8e90c0e35,062ec87d-3dd4-4964-9882-1cf521419dbd,Satya Nadella,individual,public,2026-04-29,1,"And if humans are going to delegate more authority to these things, then how does that structure evolve?"
7c12d14d-7cc8-448a-9abc-7e5127ec2166,37b2cfe3-dd07-438f-8acf-e6bf54013acc,Microsoft,company,commercial,2023-04-07,1,"As the model does this billions of times, it gets very good at perceiving how words relate to each other."
c4048353-1e39-45ec-9834-6df0adce2734,bba99c9f-dbb7-4525-8c1a-5c7e27717343,OpenAI,company,commercial,2019-11-12,0,This seems to provide some defense because the attacker does not know which way to “push” the image.
186b5f84-9b8f-4d44-a0ae-e20d68ed904b,e231fc7f-cd47-4c44-9edf-46bec70db531,Dario Amodei,individual,commercial,2022-05-21,0,In this paper we attempt to study repeated data systematically and to understand its effects mechanistically.
7a9534cc-6c00-4b74-89f6-16c10549e2bb,49436969-e894-4142-a9d5-39f0f24e3298,Satya Nadella,individual,public,unknown,0,The company is also exploring and leveraging predictive models to anticipate member needs.Â Clifford Chance Most likely to make paperwork pay off Snapshot: The global law firm is reimagining the legal profession and creating a culture that empowers the first Frontier lawyers.Â Â Why they enrolled: To exchange notes with their peers and shine a light on blind spots in their AI strategies and thinking.
ddfccb04-2f28-421b-87a7-2b0f13051e34,c26411c6-cce6-4934-8516-94d1623ac711,White House OSTP,policymaker,policy,2025-01-20,1,"September 26, 2023 Sep 26 2023 President Joe Biden joins the UAW picket line at the GM Willow Run Distribution Center, becoming the first sitting President to join a picket line."
